"日本の古代中世（’１７）", "2019年度2学期（65.2点）", "2019年度1学期（71.7点）", "コース科目", "専門科目", "人間と文化",
"舞台芸術の魅力（’１７）", "2019年度2学期（79.5点）", "2019年度1学期（72点）", "コース科目", "専門科目", "人間と文化",
"経験論から言語哲学へ（’１６）", "2019年度2学期（71.4点）", "2019年度1学期（69.2点）", "コース科目", "専門科目", "人間と文化",
"現代フランス哲学に学ぶ（’１７）", "2019年度2学期（66.5点）", "2019年度1学期（70.6点）", "コース科目", "専門科目", "人間と文化",
"情報・メディアと法（’１８）", "2019年度2学期（76.1点）", "2019年度1学期（72.2点）", "コース科目", "導入科目", "情報",
"小児看護学（’１６）", nil, nil, "コース科目", "専門科目", "",
"成人看護学（’１８）", nil, nil, "コース科目", "専門科目", "",
"国際法（’１９）", "2019年度2学期（63.1点）", "2019年度1学期（54.4点）", "コース科目", "専門科目", "社会と産業",
"文学批評への招待（’１８）", "2019年度2学期（72.1点）", "2019年度1学期（74.9点）", "コース科目", "専門科目", "人間と文化",
"日常生活のデジタルメディア（’１８）", "2019年度2学期（68.9点）", "2019年度1学期（69.8点）", "コース科目", "導入科目", "情報",
"博物館情報・メディア論（’１８）", "2019年度2学期（79.1点）", "2019年度1学期（75.5点）", "コース科目", "専門科目", "人間と文化",
"グローバル化と日本のものづくり（’１９）", "2019年度2学期（61.7点）", "2019年度1学期（67.2点）", "コース科目", "専門科目", "社会と産業",
"国際経営（’１９）", "2019年度2学期（79点）", "2019年度1学期（71.8点）", "コース科目", "専門科目", "社会と産業",
"現代日本の政治（’１９）", "2019年度2学期（74.9点）", "2019年度1学期（72.1点）", "コース科目", "専門科目", "社会と産業",
"日本政治外交史（’１９）", "2019年度2学期（57点）", "2019年度1学期（67.8点）", "コース科目", "専門科目", "社会と産業",
"博物館概論（’１９）", "2019年度2学期（79.6点）", "2019年度1学期（77.9点）", "コース科目", "導入科目", "人間と文化",
"コミュニケーション学入門（’１９）", "2019年度2学期（82.2点）", "2019年度1学期（82.4点）", "コース科目", "導入科目", "人間と文化",
"漢文の読み方（’１９）", "2019年度2学期（62.9点）", "2019年度1学期（65.3点）", "コース科目", "導入科目", "人間と文化",
"エネルギーと社会（’１９）", "2019年度2学期（59点）", "2019年度1学期（69.4点）", "コース科目", "総合科目", "社会と産業",
"財政と現代の経済社会（’１９）", "2019年度2学期（81.3点）", "2019年度1学期（69.9点）", "コース科目", "専門科目", "社会と産業",
"現代経済学（’１９）", "2019年度2学期（70.2点）", "2019年度1学期（70点）", "コース科目", "専門科目", "社会と産業",
"デジタル情報の処理と認識（’１８）", "2019年度2学期（71.6点）", "2019年度1学期（76.1点）", "コース科目", "専門科目", "情報",
"コンピュータとソフトウェア（’１８）", "2019年度2学期（69.9点）", "2019年度1学期（65.1点）", "コース科目", "専門科目", "情報",
"メディア論（’１８）", "2019年度2学期（79.1点）", "2019年度1学期（75.5点）", "コース科目", "専門科目", "情報",
"映像コンテンツの制作技術（’２０）", nil, nil, "コース科目", "専門科目", "情報",
"コンピュータと人間の接点（’１８）", "2019年度2学期（73.5点）", "2019年度1学期（66.4点）", "コース科目", "専門科目", "情報",
"データ構造とプログラミング（’１８）", "2019年度2学期（75.7点）", "2019年度1学期（76.8点）", "コース科目", "専門科目", "情報",
"太陽と太陽系の科学（’１８）", "2019年度2学期（65.1点）", "2019年度1学期（60.3点）", "コース科目", "専門科目", "自然と環境",
"ヨーロッパ文学の読み方―近代篇（’１９）", "2019年度2学期（75.2点）", "2019年度1学期（79.6点）", "コース科目", "専門科目", "人間と文化",
"初歩からの生物学（’１８）", "2019年度2学期（72.2点）", "2019年度1学期（77.8点）", "コース科目", "導入科目", "自然と環境",
"アメリカの芸術と文化（’１９）", "2019年度2学期（73.6点）", "2019年度1学期（75.6点）", "コース科目", "専門科目", "人間と文化",
"情報セキュリティと情報倫理（’１８）", "2019年度2学期（67.6点）", "2019年度1学期（70点）", "コース科目", "専門科目", "情報",
"現代を生きるための化学（’１８）", "2019年度2学期（71.3点）", "2019年度1学期（73.9点）", "コース科目", "専門科目", "自然と環境",
"初歩からの化学（’１８）", "2019年度2学期（69.2点）", "2019年度1学期（63.1点）", "コース科目", "導入科目", "自然と環境",
"情報理論とデジタル表現（’１９）", "2019年度2学期（70.7点）", "2019年度1学期（70.4点）", "コース科目", "導入科目", "情報",
"計算の科学と手引き（’１９）", "2019年度2学期（50.2点）", "2019年度1学期（64.4点）", "コース科目", "導入科目", "情報",
"博物館経営論（’１９）", "2019年度2学期（75.9点）", "2019年度1学期（74点）", "コース科目", "専門科目", "人間と文化",
"博物館資料保存論（’１９）", "2019年度2学期（78.7点）", "2019年度1学期（76.9点）", "コース科目", "専門科目", "人間と文化",
"情報化社会と国際ボランティア（’１９）", "2019年度2学期（79.8点）", "2019年度1学期（77.8点）", "コース科目", "総合科目", "情報",
"Ｗｅｂのしくみと応用（’１９）", "2019年度2学期（71.5点）", "2019年度1学期（69.7点）", "コース科目", "専門科目", "情報",
"情報社会のユニバーサルデザイン（’１９）", "2019年度2学期（67.8点）", "2019年度1学期（68.7点）", "コース科目", "専門科目", "情報",
"自然言語処理（’１９）", "2019年度2学期（79.5点）", "2019年度1学期（76.8点）", "コース科目", "専門科目", "情報",
"文学・芸術・武道にみる日本文化（’１９）", "2019年度2学期（70.2点）", "2019年度1学期（66.1点）", "コース科目", "専門科目", "人間と文化",
"精神看護学（’１９）", nil, nil, "コース科目", "専門科目", "",
"老年看護学（’１９）", nil, nil, "コース科目", "専門科目", "",
"解析入門（’１８）", "2019年度2学期（63.6点）", "2019年度1学期（60.3点）", "コース科目", "専門科目", "自然と環境",
